GEOID,NAME,year,estimate,income_delta,income_delta_zscore_raw,income_delta_zscore
18097380502,NA,2027,44360.975559354345,0.02294337185752826,-0.7158807695091024,-0.7158807695091024
18097380502,NA,2028,45376.02648464937,0.02288161864107119,-0.6866141696142422,-0.6866141696142422
18097380600,NA,2024,75056.14640412734,0.1362502483366741,0.4974379375506269,0.4974379375506269
18097380600,NA,2025,82230.20246580416,0.09558252595396133,0.729184502120757,0.729184502120757
18097380600,NA,2026,91161.30024043028,0.10861091796946698,0.8929249171173952,0.8929249171173952
18097380600,NA,2027,100675.65111258866,0.10436831031441063,1.000072909503715,1.000072909503715
18097380600,NA,2028,111321.35675602422,0.1057426053448629,0.9355584136865528,0.9355584136865528
18097380700,NA,2024,63906.22366930697,0.08854370220935759,0.1545239863907418,0.1545239863907418
18097380700,NA,2025,68464.76291412962,0.07133169483478707,0.2738030529051133,0.2738030529051133
18097380700,NA,2026,73986.06486655076,0.08064443251408182,0.38726765754660136,0.38726765754660136
18097380700,NA,2027,79577.72878501558,0.07557725807624105,0.39332867429746227,0.39332867429746227
18097380700,NA,2028,85810.73187571131,0.07832597368460448,0.39882200762958,0.39882200762958
18097380800,NA,2024,57840.77880185088,0.029396835712521607,-0.2706228191446673,-0.2706228191446673
18097380800,NA,2025,59222.95766153891,0.023896269869101427,-0.6169380709302079,-0.6169380709302079
18097380800,NA,2026,60565.39362574646,0.022667492763188468,-0.6610035140135936,-0.6610035140135936
18097380800,NA,2027,61921.59180901928,0.02239229537007903,-0.7274941860369726,-0.7274941860369726
18097380800,NA,2028,63304.33977253352,0.022330626896333028,-0.6974009552596322,-0.6974009552596322
18097380901,NA,2024,94078.556095281,0.06504427671743285,-0.014389538053424803,-0.014389538053424803
18097380901,NA,2025,99296.11434969211,0.05545959112219867,-0.024242880251573336,-0.024242880251573336
18097380901,NA,2026,104314.60317506905,0.0505406365419625,-0.15703394939732743,-0.15703394939732743
18097380901,NA,2027,109322.5176353756,0.048007798600373075,-0.18767164713430395,-0.18767164713430395
18097380901,NA,2028,114428.02896663152,0.046701369870426834,-0.22029402400175957,-0.22029402400175957
18097380902,NA,2024,74021.7380945361,-0.019085922788475096,-0.6191161734180689,-0.6191161734180689
18097380902,NA,2025,75439.74216179826,0.019156589723024142,-0.7059396562009391,-0.7059396562009391
18097380902,NA,2026,76051.43737812393,0.008108394843314048,-0.9242440834348381,-0.9242440834348381
18097380902,NA,2027,76906.61836969231,0.011244770921507552,-0.962417735896834,-0.962417735896834
18097380902,NA,2028,77702.597195325,0.010349939218577964,-0.9319473184283271,-0.9319473184283271
18097381001,NA,2024,32350.301749071183,-0.16056095933698733,-1.6360366531331316,-1.6360366531331316
18097381001,NA,2025,33235.5603173892,0.02736477004711202,-0.5518066686328931,-0.5518066686328931
18097381001,NA,2026,31781.86535929296,-0.04373914398354983,-1.8616906009998124,-1.8616906009998124
18097381001,NA,2027,32178.79283212307,0.012489118191863824,-0.936194292354803,-0.936194292354803
18097381001,NA,2028,31130.9439260405,-0.03256333795830069,-1.7720621235388339,-1.7720621235388339
18097381002,NA,2024,92360.88692223794,0.0682746179906768,0.00883010745699831,0.00883010745699831
18097381002,NA,2025,96399.84395077763,0.04373016720746992,-0.24449768448921397,-0.24449768448921397
18097381002,NA,2026,102071.3150714906,0.05883278321081975,-0.007105058002572247,-0.007105058002572247
18097381002,NA,2027,107121.07113455494,0.04947282259984109,-0.15679764993674472,-0.15679764993674472
18097381002,NA,2028,113039.30186919856,0.05524805411261924,-0.05297527235118306,-0.05297527235118306
18097381003,NA,2024,44342.06787140232,0.0023524542565740436,-0.46501743486437297,-0.46501743486437297
18097381003,NA,2025,43807.5976958658,-0.012053343499598523,-1.2919989360251314,-1.2919989360251314
18097381003,NA,2026,43378.537083345545,-0.009794205459496053,-1.2479379498933807,-1.2479379498933807
18097381003,NA,2027,42938.20159429874,-0.010150999057454646,-1.4133133817087584,-1.4133133817087584
18097381003,NA,2028,42504.752811209575,-0.010094712097740044,-1.3321930089489054,-1.3321930089489054
18097381004,NA,2024,40686.12705130318,0.09725261734906088,0.21712354018995922,0.21712354018995922
18097381004,NA,2025,42793.03115669425,0.051784336777358275,-0.09325670668765873,-0.09325670668765873
18097381004,NA,2026,46693.19099381713,0.09114006957912757,0.577037483441501,0.577037483441501
18097381004,NA,2027,49349.883333254715,0.05689678265487075,-3.4470307921389935e-4,-3.4470307921389935e-4
18097381004,NA,2028,53621.471805165806,0.08655721520283022,0.5599653254749852,0.5599653254749852
18097381101,NA,2024,89849.1029439294,0.06081729136377967,-0.04477304653982525,-0.04477304653982525
18097381101,NA,2025,95303.54748862395,0.06070672233754415,0.07428760743878124,0.07428760743878124
18097381101,NA,2026,101089.13748388088,0.06070697416533766,0.026781869387204883,0.026781869387204883
18097381101,NA,2027,107225.95308352791,0.06070697359175292,0.07995147251257291,0.07995147251257291
18097381101,NA,2028,113735.3161858606,0.06070697359306254,0.053894195028892526,0.053894195028892526
18097381102,NA,2024,67150.83142379609,0.05303253028581434,-0.10072979454997379,-0.10072979454997379
18097381102,NA,2025,70812.90890126018,0.054535102541803715,-0.041602901747525386,-0.041602901747525386
18097381102,NA,2026,74655.39958668183,0.054262573661244984,-0.08973823835656826,-0.08973823835656826
18097381102,NA,2027,78710.08137133424,0.05431196949049277,-0.05481719938111622,-0.05481719938111622
18097381102,NA,2028,82984.27613082627,0.05430301538283855,-0.07147633031091759,-0.07147633031091759
18097381201,NA,2024,73296.35626348256,0.03002186991965372,-0.26613008246643954,-0.26613008246643954
18097381201,NA,2025,74636.91738718,0.018289601175786263,-0.722219943633331,-0.722219943633331
18097381201,NA,2026,76826.30468074404,0.029333838671371737,-0.5404704492257248,-0.5404704492257248
18097381201,NA,2027,78376.7171345479,0.02018075007312503,-0.7741004145528376,-0.7741004145528376
